Text                                                                                   Label
13| 4+4 =                                                  1
14) 6 + 3 =                                                1
5|                                                         1
4+1=                                                       1
15| 3 + 6 =                                                1
6|                                                         1
7+ 2 =                                                     1
7|                                                         1
16| 7+ 3 =                                                 1
9 +1=                                                      1
17) 5 + 5 =                                                1
5 + 3 =                                                    1
3 + 2 =                                                    1
18| 2 + 6 =                                                1
9|                                                         1
Mhat do you notice about the answer to 6+3 and3+ 6?        0
GllI-%A_L#4^:2{[1@048                                      0
81 +1 =           1
1b.               0
63 + 10 =         1
2b.               0
61 +10 =          1
3 b.              1
31 +1 =           1
4b.               0
27 + 1 =          1
5b.               0
100 + 10 =        1
6 b.              1
77+1 =            1
7b.               0
96 + 10 =         1
8 b.              0
L9                        0
SectionA                  0
(4x+8 )(2x-8 )=0          1
(x+2 )(x+3 )=0            1
(4x+3 )(x~3 )=0           1
(5x~15 )(4x~2)=0          1
(2x~5 )(3X+2 )=0          1
(9x~12 )(5x+20 )=0        1
Section B                 0
:                         1
x? +11x-26 =0             1
2+ 8x + 15=0              1
x2_7x+12=0                1
x?_ 5x-24 =0              1
x?+2x-15=0                1
14 + x2                   1
+ 9x=0                    1
7+ x2                     1
x? _11x+28 = 0            1
18x=-25                   1
x?=17x-72                 1
x2-X-30 = 0               1
Section C                 0
":                        1
y2_9=0                    1
20 = 5                    1
y2 _121=0                 1
x2                        1
101=-1                    1
x2_49=0                   1
4x2                       1
17=-1                     1
2x2 _128= 0               1
16 = 227                  1
3x2                       1
4x2_64=0                  1
3x2                       1
55 = 53                   1
Section D                 0
2x2 +15x+25= 0            1
12x2                      1
28x-5=0                   1
28x? _85x+ 63= 0          1
2x2_7x-15=0               1
3x? +14x-24=0             1
19x-12-5x2                1
